TOTAL,Date,Retail,Institutional,Foreign,Regional,Local,Total Turnover
TOTAL,4/18/2013,165813875.5,106906314.5,79907015.67,19363133.49,173450040.8,272720190
TOTAL,4/21/2013,163145084.2,36055262.81,8366414.574,19322433.66,171511498.8,199200347
TOTAL,4/22/2013,152753443.3,109709517.7,63253573.6,14172999.89,185036387.5,262462961
TOTAL,4/23/2013,159993000,74945325.99,44638281.94,15036052.86,175029052.9,234938326
TOTAL,4/24/2013,156090017.6,79695507.45,46449748.43,20041769.63,169294007,235785525
TOTAL,4/28/2013,107239175.1,91351889.9,52030859.03,37732302.35,108827903.6,198591065
TOTAL,4/29/2013,98545207.52,91329951.48,72722185.9,9683633.109,107469340,189875159
TOTAL,4/30/2013,118496000,93104000,75752800,14177200,121670000,211600000
TOTAL,5/2/2013,129825065.1,145228038.9,91867736.74,35481850.42,147703516.8,275053104
TOTAL,5/7/2013,234435634,130728905,84718173.05,41628757.45,238817608.5,365164539
TOTAL,5/8/2013,196482348.6,101669925.4,67680566.2,21765116,208706591.8,298152274
TOTAL,5/9/2013,176123765.4,74407906.58,43843042.6,22297318.81,184391310.6,250531672
TOTAL,5/12/2013,172208642.3,55882274.67,28511364.63,15510182.36,184069370,228090917
TOTAL,5/13/2013,176502254.1,80041719.89,44895195.45,19240798.05,192407980.5,256543974
TOTAL,5/14/2013,205429603.5,111591389.5,60551009.66,39944645.12,216525338.2,317020993
TOTAL,5/15/2013,311757395,161319077,107388359.1,34534582.46,331153530.4,473076472
TOTAL,5/16/2013,192799037.2,132325814.8,72827966.85,30886860.94,221410024.2,325124852
TOTAL,5/19/2013,141142587.7,59059664.34,23223461.23,23023258.98,153955531.8,200202252
TOTAL,5/20/2013,182670322.2,95790534.81,57084475.69,12809199.42,208567181.9,278460857
TOTAL,5/21/2013,144529825.3,16441.755,47217869.94,16777923.33,176647564.2,239684619
TOTAL,5/22/2013,132014404,80227403.05,53272693.56,19738488.05,139230625.4,212241807
TOTAL,5/23/2013,143484164.1,65981768.9,34142947.08,20108729.57,155214256.4,209465933
TOTAL,5/26/2013,114313094.5,31680640.5,11387511.33,22337041.46,112269182.2,145993735
TOTAL,5/27/2013,130947336.9,64205177.11,44104468.16,13270370.95,137582522.4,195152514
TOTAL,5/28/2013,116194400.3,68241155.72,50350906.79,10881697.8,123202951.4,184435556
TOTAL,5/29/2013,134600706.9,205300068.1,124743584.4,77497376.7,137659813.9,339900775
TOTAL,5/30/2013,287669023.1,438767903.9,265875915.3,165627619.4,294206955.4,726436927
TOTAL,5/31/2013,0,0,0,0,0,232064907
TOTAL,6/2/2013,155947617.5,76117289.5,48501565.56,192613872.8,164301954.2,232064907
TOTAL,6/3/2013,180137418,134788138,97941847.92,24879118.92,192104589.2,314925556
TOTAL,6/4/2013,159647681.5,107768870.5,59633891.1,24602322.78,183180338.1,267416552
TOTAL,6/5/2013,193093508.8,172613894.2,126900468.8,23405273.79,215401660.4,365707403
TOTAL,6/6/2013,148566423.4,129647852.6,87359282.66,16136428.01,174718565.3,278214276
TOTAL,6/9/2013,209313137.6,75466641.44,36736591.49,49836461.33,198491506,284779779
TOTAL,6/10/2013,179450963.1,158498119.9,90570354.24,44271329.87,203107398.9,337949083
TOTAL,6/11/2013,113085494.2,119122912.8,74074481.83,21363173.44,136770751.7,232208407
TOTAL,6/12/2013,188213612.9,142566023.1,76079316.28,44986030.5,209714289.2,330779636
TOTAL,6/13/2013,106421949.6,65781852.36,41328912.48,10332228.12,120198253.8,172203802
TOTAL,6/16/2013,58547423.28,13644220.72,9529297.008,5414373.3,57175782.05,72191644
TOTAL,6/17/2013,102204518.5,61061485.5,43428757.06,15347004.38,104490242.6,163266004
TOTAL,6/18/2013,75297251.92,57736762.08,39112000.12,8381142.882,85407836.99,133034014
TOTAL,6/19/2013,74579590.24,63021129.76,51187467.84,14860877.76,71689975.12,137600720
TOTAL,6/20/2013,130804266.1,213417486.9,192075738.2,28914627.25,123231387.6,344221753
TOTAL,6/23/2013,72053943.61,63896893.39,17945510.48,13051280.35,104818095.3,135950837
TOTAL,6/24/2013,70770384.31,62758642.69,46334572.37,15088780.05,72105674.58,133529027
TOTAL,6/25/2013,106790623.4,65730577.58,45890639.47,14146738.48,112483823.1,172521201
TOTAL,6/26/2013,98796147.84,84499117.17,59937551.66,16313278.59,107044434.8,183295265
TOTAL,6/27/2013,123054849,99065817.04,55085925.17,13771481.29,153263259.5,222120666
TOTAL,6/30/2013,86752761.03,64121605.98,44960561.37,5280602.845,100482328.4,150874367
TOTAL,7/2/2013,273349918.9,236631273.1,144834658.5,29578909.14,335567624.3,509981192
TOTAL,7/3/2013,204800889.8,95934631.2,62853723.89,24961048.24,212920748.9,300735521
TOTAL,7/4/2013,139541282.2,161194239.8,96536102.56,27366932.5,176832486.9,300735522
TOTAL,7/7/2013,388849368.2,146019088.8,51347371.87,59905267.18,423615817.9,534868457
TOTAL,7/8/2013,284816157,129763402,106546946.7,22801875.75,285645316.2,414579559
TOTAL,7/9/2013,274279962,119235048,81064092.06,22430355.57,290020562.4,393515010
TOTAL,7/10/2013,312060547,203742010,128434836.7,24242720.18,363640802.7,515802557
TOTAL,7/11/2013,232810539,66431799.04,38303019.26,14962116.9,245977201.8,299242338
TOTAL,7/14/2013,178660314.3,49805560.75,24902780.38,18734201.75,184828892.9,228465875
TOTAL,7/15/2013,183163181.7,107111274.3,68504771.62,25253877.67,196515806.7,290274456
TOTAL,7/16/2013,203357625,125168425.1,90016137.7,23653875.6,214527510.7,328526050
TOTAL,7/17/2013,225421076.2,86796480.85,56199160.26,20918576.32,235099820.4,312217557
TOTAL,7/18/2013,179337029.9,151543099.1,96286117.54,26139530.19,208454481.3,330880129
TOTAL,7/21/2013,217190125.3,63417271.72,19923125.19,22167984.36,238516287.5,280607397
TOTAL,7/22/2013,308147751.1,209747628.9,129473845,44021107.3,344400427.7,517895380
TOTAL,7/24/2013,294638676.6,124477506.4,68315937.83,25985203.35,324815041.8,419116183
TOTAL,7/25/2013,184911271.2,55233236.84,27136329.4,15369248.51,197638930.1,240144508
TOTAL,7/28/2013,134437721.3,19205388.75,9679515.93,11215947.03,132747647,153643110
TOTAL,7/29/2013,133371742.5,37398734.46,22883243.92,8367753.373,139519479.7,170770477
TOTAL,7/30/2013,114820451.5,101413920.5,63356671,18163687.25,134714013.8,216234372
TOTAL,7/31/2013,481473909.8,3741981439,3670182698,33787642.79,519485007.9,4223455349
TOTAL,8/1/2013,489011417.6,7151791982,5195746312,825206767.2,1619850321,7640803400
TOTAL,8/4/2013,248943383.1,144954374.9,47661628.72,39783673.56,306452455.7,393897758
TOTAL,8/5/2013,251988794.9,201228462.1,92909537.69,52573201.81,307734517.5,453217257
TOTAL,8/6/2013,211167963.7,161920311.4,87302656.35,36562650.95,249222967.7,373088275
TOTAL,8/12/2013,212605387.7,287642583.3,156077367,22010910.72,322159693.3,500247971
TOTAL,8/13/2013,235465513.6,114408949.4,51081671.6,26940333.65,271852457.8,349874463
TOTAL,8/18/2013,212879211.8,128273371.2,75394720.84,14669561.07,251088301.1,341152583
TOTAL,8/19/2013,158171475,101126025,71306812.5,19188015,168802672.5,259297500
TOTAL,8/20/2013,206291019.2,209618293.8,134754617.4,37847747.48,243306948.1,415909313
TOTAL,8/21/2013,152183811.4,77354365.65,39939642.8,16297210.57,173301323.6,229538177
TOTAL,8/22/2013,165339277.5,136374732.5,62454800.07,26550832.88,212708377.1,301714010
TOTAL,8/25/2013,196214362.7,49668297.32,18441199.5,18195316.84,209246143.7,245882660
TOTAL,8/26/2013,221890551.4,115329131.6,49234073.72,28326453.37,259659155.9,337219683
TOTAL,8/27/2013,256597124.8,100283438.2,33903653.49,26409161.66,296567747.9,356880563
TOTAL,8/28/2013,213499046,95025586.96,44427547.15,19128527.25,244968558.6,308524633
TOTAL,8/29/2013,138760393.8,91738599.21,57394249.26,14060438.57,159044305.2,230498993
TOTAL,9/1/2013,188615990.8,195150032,174241100,91476577.5,409030982.3,435602750
TOTAL,9/2/2013,156453610.9,62362628.12,30853089.7,9190282.038,178772867.3,218816239
TOTAL,9/3/2013,217179445,80326644.03,28560584.54,17850365.34,251095139.1,297506089
TOTAL,9/4/2013,200844833,84041454.96,39314307.74,19942040.16,225629940.1,284886288
TOTAL,9/5/2013,205911271.7,61505964.28,31287816.61,21928213.35,214201206,267417236
TOTAL,9/8/2013,160699624.2,29477445.85,11600801.27,9889207.64,168687061.1,190177070
TOTAL,9/9/2013,240517264.1,130079444.9,79678292.44,12970884.82,277947531.8,370596709
TOTAL,9/10/2013,431051293.7,182108441.3,99945036.81,60089654.03,453125044.2,613159735
TOTAL,9/11/2013,363470613.2,164062932.8,90735769.91,46422952.05,390902357.6,527533546
TOTAL,9/12/2013,366505867.5,152624256.5,77350388.48,38934759.3,403364106.3,519130124
TOTAL,9/15/2013,382905004.8,93345001.18,41910000.53,32861250.41,401478755.1,476250006
TOTAL,9/16/2013,326608931.9,85776083.12,44949966.64,20619250.75,346815797.6,412385015
TOTAL,9/17/2013,311998909.1,124974352.9,79092160.42,18352877,339965197.8,436973262
TOTAL,9/18/2013,280106684.3,73117381.66,25432132.75,18014427.37,310130729.9,353224066
TOTAL,9/19/2013,275114448.6,150101082.4,99500434.25,12756465.93,312958630.8,425215531
TOTAL,9/22/2013,355585179.5,52664165.51,22453713.98,17962971.18,367832659.8,408249345
TOTAL,9/23/2013,457234512.3,176932633.7,94490904.75,35513360.18,504162881.1,634167146
TOTAL,9/24/2013,352024031.4,166420786.6,80358946.79,37846471.71,400239399.5,518444818
TOTAL,9/25/2013,281513260.9,104121343.1,50903767.73,17739191.78,317377279.1,385634604
TOTAL,9/26/2013,362382470.8,199450817.2,138210988.8,20787831.66,402834467.5,561833288
TOTAL,9/29/2013,371334929.7,118552840.3,64175297.87,24494388.5,401218083.6,489887770
TOTAL,9/30/2013,370356422.8,121484776.2,92466145.41,11312347.58,388062706,491841199
TOTAL,10/1/2013,296086487.7,83998862.35,42569559.2,19764438.2,317751352.6,380085350
TOTAL,10/2/2013,289098773.8,103698473.2,48314061.38,19639862.35,324843323.3,392797247
TOTAL,10/3/2013,299258884.7,64360659.29,39634530.3,17090118.57,306894895.1,363619544
TOTAL,10/7/2013,277407003.4,96456882.59,52340944.04,11963644.35,309559297.6,373863886
TOTAL,10/8/2013,269861209.6,104426182.4,52400234.88,15345783.07,306541374,374287392
TOTAL,10/9/2013,270100224.8,213950357.2,140858719.4,34367591.32,308824271.3,484050582
TOTAL,10/10/2013,397939306.8,841747007.2,670670295.9,81819296.72,487196721.4,1239686314
TOTAL,10/13/2013,355912309.8,121181939.2,45323953.66,36259162.92,395511132.4,477094249
TOTAL,10/20/2013,375607319,76387048.02,32543594.42,29379633.86,390071138.7,451994367
TOTAL,10/21/2013,518733749.5,234145422.5,118954909.2,55713058.73,578211204.1,752879172
TOTAL,10/22/2013,569508186.9,209572780.1,85698906.37,80245339.6,613136721,779080967
TOTAL,10/23/2013,433115389.7,134532565.3,39167708.9,38032412.99,489880185.2,567647955
TOTAL,10/24/2013,418098315.6,79637774.4,25882276.68,43303039.83,428550773.5,497736090
TOTAL,10/27/2013,420631794,91085716.96,25585875.55,41960835.9,444170799.5,511717511
TOTAL,10/28/2013,378418884.9,83067560.1,23997295.14,31381078.26,406108071.6,461486445
TOTAL,10/29/2013,591507493.7,130723878.3,49111733.3,28889254.88,644230383.8,722231372
TOTAL,10/30/2013,306692517.8,172514541.2,80506785.91,58942468.26,339757804.8,479207059
TOTAL,10/31/2013,337353344.4,121630797.6,60585906.74,34882794.79,363515440.5,458984142
TOTAL,11/3/2013,278877923.6,66268021.44,23469924.26,16221859.42,305454161.3,345145945
TOTAL,11/4/2013,353990682.1,128943399.9,54088617.18,22214967.77,406630497,482934082
TOTAL,11/6/2013,598930672.6,342784221.4,162916676.7,109238927.7,669559289.6,941714894
TOTAL,11/7/2013,531624377.9,209832216.1,107511206.1,47453222.02,586492165.9,741456594
TOTAL,11/10/2013,400803762,105261594,34412444.21,37448836.34,434710140.8,506065356
TOTAL,11/11/2013,392363878.5,158708984.5,110214572.6,18185404.48,422672885.9,551072863
TOTAL,11/12/2013,364656438.8,123504791.2,73712345.73,32706802.41,381742081.9,488161230
TOTAL,11/13/2013,328457575.4,169205417.6,83109719.83,47775647.33,366279962.8,497662993
TOTAL,11/14/2013,327570558.9,87601252.12,41517181.1,33628916.69,340025713.2,415171811
TOTAL,11/17/2013,355216198.9,75871421.12,14225891.46,55610302.98,361682513.2,431087620
TOTAL,11/18/2013,379756785.1,158142343.9,87677558.03,26357057.32,423864513.7,537899129
TOTAL,11/19/2013,505636641.8,127993235.2,55759429.18,56393059.05,521477388.8,633629877
TOTAL,11/20/2013,535967306.3,215739995.7,81936095.92,74419022.9,595352183.2,751707302
TOTAL,11/21/2013,426011077.4,155177295.6,51144576.82,44751504.72,484711103.1,581188373
TOTAL,11/24/2013,264605299.4,45236971.57,14562586.74,17661009.45,277618674.8,309842271
TOTAL,11/25/2013,387778172.9,126516486.1,63258243.06,37543510.11,413492905.8,514294659
TOTAL,11/26/2013,288058966.4,197706575.6,118526792.2,27202870.35,340035879.4,485765542
TOTAL,11/27/2013,282006127,149856242,93282271.7,33253402.41,305326694.9,431862369
TOTAL,11/28/2013,227063981.9,62928332.14,20879446.61,16819554.21,252293313.2,289992314
TOTAL,12/1/2013,206076818.2,31612706.83,11171407.68,21154367.73,205363749.6,237689525
TOTAL,12/2/2013,278892725,74583479.04,25803762.89,30398953.54,297273487.6,353476204
TOTAL,12/3/2013,187475360.7,87012722.31,50505807.27,17292749.23,206689526.5,274488083
TOTAL,12/4/2013,191619616.6,60843646.38,37617026.19,12623163.15,202223073.7,252463263
TOTAL,12/5/2013,221527186.5,73842395.5,41056371.9,18903653.25,235409556.9,295369582
TOTAL,12/8/2013,262874286.6,79143434.94,26709152.11,23546226.2,300829397.5,351436212
TOTAL,12/9/2013,260701904.9,109088031.1,41786262.77,27364455.26,300639218,369789936
TOTAL,12/10/2013,187714188.5,95841987.49,48488106.1,14177808.8,220890261.1,283556176
TOTAL,12/11/2013,221020139.5,66450499.45,23113217.2,17912743.33,247889254.5,288915215
TOTAL,12/12/2013,460833112.9,235289414.1,89103683.46,54993679.63,552025163.9,696122527
TOTAL,12/15/2013,370380863,81854622.97,27134129.16,33013190.48,392088166.4,452235486
TOTAL,12/16/2013,271213050.6,100821312.4,50224639.01,24554267.96,297255456,372034363
TOTAL,12/17/2013,400849788.3,201026770.7,119171558.7,75234569.88,407470430.4,601876559
TOTAL,12/18/2013,333845428.4,128544361.6,62422621.65,39765521.94,360201646.4,462389790
TOTAL,12/19/2013,416787740.5,266470850.5,95656202.74,47828101.37,539774286.9,683258591
TOTAL,12/22/2013,316600806.7,70441744.28,30576361.53,43348765.71,313117423.8,387042551
TOTAL,12/23/2013,286584797.9,62908858.08,16426201.83,29706960.76,303360493.4,349493656
TOTAL,12/24/2013,279902930.3,136000383.7,67792240.18,22042875.64,326068198.2,415903314
TOTAL,12/25/2013,374069785.4,115550352.6,13709363.86,86662764.43,389248009.7,489620138
TOTAL,12/26/2013,262858058.7,58484311.34,8354901.62,21208596.42,291778872,321342370
TOTAL,12/29/2013,221030430.1,48518874.9,18329352.74,15094761.08,236125191.2,269549305
TOTAL,12/30/2013,251153556.9,42937259.14,12645905.09,16763176.51,264681734.4,294090816
TOTAL,12/31/2013,370124103.4,69453216.56,26374639.2,24176752.6,389025928.2,439577320
TOTAL,1/2/2014,318469028.2,40571589.83,11848340.39,29800371.29,317391906.3,359040618
TOTAL,1/5/2014,447809385.2,55913207.82,10074451.86,38786639.66,454861501.5,503722593
TOTAL,1/6/2014,477287404.7,98451322.32,43180404.53,23029549.08,509528773.4,575738727
TOTAL,1/8/2014,525833767.3,187644885.7,77769173.18,52083941.67,583625538.2,713478653
TOTAL,1/9/2014,598564810.3,159112164.8,59856481.03,58341127.08,639479366.9,757676975
TOTAL,1/12/2014,791321585.6,224495597.4,46727590.42,90407729.29,878681863.3,1015817183
TOTAL,1/14/2014,777599925.8,303902057.2,148165771.7,91927668.56,841408542.8,1081501983
TOTAL,1/15/2014,627178154,168733209,69244288.58,77999313.57,648667760.8,795911363
TOTAL,1/16/2014,602462714.2,149675505.8,51145398.96,49641122.52,651351698.5,752138220
TOTAL,1/19/2014,423610984.4,96157094.62,16112810.45,31705852.82,471949415.7,519768079
TOTAL,1/20/2014,387198723.6,123617534.4,46995095.74,38311219.35,426020759.2,510816258
TOTAL,1/21/2014,407316627.4,139417100.6,54673372.8,50846236.7,441214118.5,546733728
TOTAL,1/22/2014,575690651.5,211847859.5,10238000.64,60640465.35,624518039.2,787538511
TOTAL,1/23/2014,597962120.3,187796250.7,84076145.7,74647045.25,627035180.1,785758371
TOTAL,1/26/2014,667583914.6,111393815.4,22590354.17,74781862.08,681605513.8,778977730
TOTAL,1/27/2014,568916950.6,130857896.4,41986490.82,58781087.15,599007269,699774847
TOTAL,1/28/2014,827243876.5,652619945.5,90271693.14,152425973.7,1237166155,1479863822
TOTAL,1/29/2014,614660128.2,135840638.8,51784552.92,53285554.46,645430659.6,750500767
TOTAL,1/30/2014,802696507.9,226401579.1,97764318.27,114229887.7,817103881.1,1029098087
TOTAL,2/2/2014,666186669.6,142292298.4,50125696.02,65486796.41,692866475.6,808478968
TOTAL,2/3/2014,587586673.3,134264276.7,75794349.75,59191777.9,586864822.4,721850950
TOTAL,2/4/2014,611920384.7,569393099.3,196098038.3,67334868.59,917880577.1,1181313484
TOTAL,2/5/2014,547798255,170154897,84000518.78,43795142.27,589439537.8,717953152
TOTAL,2/6/2014,681235770.9,258399775.2,136247154.2,76110479.23,726338277.1,939635546
TOTAL,2/9/2014,618257126.5,132966599.5,42068528.66,96907860.65,612998560.4,751223726
TOTAL,2/10/2014,596081635.6,158452080.4,52062826.4,58853629.85,642862726,754533716
TOTAL,2/11/2014,637643885.6,191541921.4,54726263.26,65505678.75,708124679.2,829185807
TOTAL,2/12/2014,655655179.3,258787190.7,115219738.6,53952099.83,745270531.6,914442370
TOTAL,2/13/2014,596478079,192514089,68642318.62,44972553.58,675377295.8,788992168
TOTAL,2/16/2014,493053527.4,68510854.6,25270397.19,24147268.43,512146716.4,561564382
TOTAL,2/17/2014,554232053.9,129161354.1,33486276.99,40320211.07,609586919.9,683393408
TOTAL,2/18/2014,795726606.8,268079017.2,103189145.5,109571979.3,849980693.6,1063805624
TOTAL,2/19/2014,811465639.7,356110820.3,114422493.1,103914304.9,949239662,1167576460
TOTAL,2/20/2014,900556899.8,300185633.3,123676480.9,98460887.71,978605164.4,1200742533
TOTAL,2/23/2014,910008397.7,219034279.3,74516816.68,88065328.81,966460531.5,1129042677
TOTAL,2/24/2014,877514280.6,234671119.4,93423573.6,82301719.6,936460106.8,1112185400
TOTAL,2/25/2014,903005064.7,200913107.3,86105617.42,80586026.56,936122609.9,1103918172
TOTAL,2/26/2014,704620927.9,179470575.1,60118222.2,75147777.76,748825503,884091503
TOTAL,2/27/2014,807982485.1,248203769.9,140472771.9,76045410.36,839668072.7,1056186255
TOTAL,3/2/2014,807458997.7,92718257.27,24304785.89,67513294.13,808359175,900177255
TOTAL,3/3/2014,761929501.8,186924174.2,45544976.45,64522049.97,838786649.6,948853676
TOTAL,3/4/2014,718691860.9,181924506.1,54937598.39,69347460.26,776331308.4,900616367
TOTAL,3/5/2014,799348477.8,256594029.2,86587285.57,121433388.3,848977775.6,1055942507
TOTAL,3/6/2014,648446186.1,168236667.9,43284191.26,50634336.95,722764325.8,816682854
TOTAL,3/9/2014,532497794.9,74683271.12,17001069.85,41288312.49,548891683.7,607181066
TOTAL,3/10/2014,704407426.6,122361853.4,43818771.84,65314773.12,717635735,826769280
TOTAL,3/11/2014,914281068.5,218657058.5,79305668.89,94033864.54,959598593.6,1132938127
TOTAL,3/12/2014,891622305.9,241315821.1,70242163.87,89502112.03,973193851.1,1185672541
TOTAL,3/13/2014,892755244.1,240182882.9,115559689,99698555.18,916546944.7,1301013216
TOTAL,3/16/2014,967454557.7,145841826.3,44531855.36,67911079.42,1000853449,1113296384
TOTAL,3/17/2014,512249021.4,370938946.6,257007698.7,70655037.44,555525231.9,883187968
TOTAL,3/18/2014,923950444.8,309628253.2,122124291.1,124591448.5,986862958.4,1233578698
TOTAL,3/20/2014,1076241368,559383811.6,345116913,165198143.2,1125310124,1635625180
TOTAL,3/23/2014,907048607,165112867,28948359.8,86845079.39,956368034.8,1072161474
TOTAL,3/24/2014,689967463.7,153513543.3,39643607.33,57356708.48,746480691.2,843481007
TOTAL,3/25/2014,835929530.3,237150739.7,93357983.49,97650304.57,883145062.2,1073080270
TOTAL,3/26/2014,804050455.8,221524105.2,52304302.61,74866942.95,898403315.4,1025574561
TOTAL,3/27/2014,1169842737,376020879.7,113403122.4,105942390.7,1271308688,1492146348
TOTAL,3/30/2014,534314295.6,206759623.4,45205509.06,57062691.76,644734309.5,741073919
TOTAL,3/31/2014,729933631.3,1067932456,625657398.3,370360413.9,801848274.8,1797866087
TOTAL,4/1/2014,495898103.8,182485075.2,78014065.59,44094906.64,556274206.8,678383179
